time,particles 03um,particles 05um,particles 10um,particles 25um,particles 50um,particles 100um,Temperature C,Gas Ohm,Humidity %%,Pressure hPa,Altitude meters
1772060246.8756938,162,48,10,0,0,0,23.343671875,173134,56.44194132181096,1008.3648727291293,40.751643082668394
1772060247.89412,162,48,10,0,0,0,23.3231640625,174851,56.44572119554601,1008.3619302589861,40.776237241179274
1772060249.8965418,162,48,10,0,0,0,23.2977734375,175199,56.462076496779495,1008.3659705464677,40.74246716973342
1772060252.2678623,156,48,8,0,0,0,23.23,170290,56.47917866953184,1008.352785865835,40.85266953618462
1772060254.6687293,156,48,8,0,0,0,23.12765625,160082,56.63732387606052,1008.3548189909474,40.83567585934945
1772060256.9521415,156,48,8,0,0,0,22.9571484375,152730,57.33093570654654,1008.3447617499852,40.9197385922992
1772060258.1547313,126,38,2,0,0,0,22.9333203125,154877,57.77388879880301,1008.3383889207363,40.97300578349015
1772060259.351202,126,38,2,0,0,0,22.9286328125,161401,57.91999245075153,1008.3420030712264,40.94279693105594
1772060260.545048,126,38,2,0,0,0,22.921796875,164720,57.959073396218656,1008.3458986745308,40.9102356553493
1772060261.738528,102,32,0,0,0,0,22.9169140625,168017,57.931687159380395,1008.3437057739368,40.928564932341
1772060262.938046,78,26,2,0,0,0,22.9184765625,169146,57.89186824467641,1008.342501181581,40.938633485897995
1772060264.1375751,78,26,2,0,0,0,22.92140625,170951,57.892281236576366,1008.3397842718,40.96134274067023
1772060265.337109,102,30,4,0,0,0,22.9153515625,173304,57.85139685362771,1008.3339123547557,41.01042325152497
1772060266.530031,102,30,4,0,0,0,22.8985546875,172964,57.82901883344053,1008.3349465855965,41.001778600005316
1772060267.728738,102,30,4,0,0,0,22.885078125,171951,57.8204511513559,1008.3375443991558,40.98006472404929
1772060268.9279401,90,26,4,0,0,0,22.87140625,175373,57.81185680353646,1008.3434993470051,40.930290345735955
1772060270.127234,90,26,4,0,0,0,22.8565625,175025,57.82310655177582,1008.3512726548931,40.86531757943121
1772060271.3218646,90,26,4,0,0,0,22.83859375,176074,57.82724707109681,1008.3522884425453,40.856827204189074
1772060272.5154877,96,28,4,0,0,0,22.81828125,177314,57.83772784672196,1008.3514428272148,40.86389520797789
1772060273.708636,96,28,4,0,0,0,22.793671875,176958,57.84760443337662,1008.3548213521237,40.83565612370781
1772060274.9020436,96,28,4,0,0,0,22.770234375,178934,57.84430645491758,1008.3563781838919,40.82264351685403
1772060276.0951693,114,32,4,0,0,0,22.7528515625,176074,57.875211819585914,1008.3546449274394,40.83713075102316
1772060277.2899756,114,32,4,0,0,0,22.736640625,178030,57.879601276707604,1008.3565894234025,40.82087789592624
1772060278.4884021,114,32,4,0,0,0,22.7145703125,177851,57.93653957069184,1008.3529647033974,40.851174738850474
1772060279.6862645,120,34,6,0,0,0,22.6860546875,177851,57.96588907295374,1008.3501757924656,40.87448561910515
1772060280.884639,120,34,6,0,0,0,22.65578125,180769,58.001668639860966,1008.3464457220542,40.90566318426279
1772060282.0834022,120,34,6,0,0,0,22.626875,180031,58.050997039824395,1008.3448664593875,40.91886338271181
1772060283.2810934,144,42,6,0,0,0,22.6016796875,179298,58.11421371126901,1008.343635559989,40.929151813510266
1772060284.4803343,144,42,6,0,0,0,22.574140625,180031,58.177117293230665,1008.3460362971888,40.90908534262397
1772060285.6794376,144,42,6,0,0,0,22.5469921875,180399,58.23341164179243,1008.354544956872,40.83796634467597
1772060286.8778975,144,42,6,0,0,0,22.521015625,187842,58.27651921370637,1008.3484097313403,40.889247121252914
1772060288.076975,144,42,6,0,0,0,22.494453125,187842,58.32623581532758,1008.3468438673322,40.90233530688471
1772060289.275903,144,42,6,0,0,0,22.464765625,188250,58.36883580582174,1008.3458444452647,40.910688928234144
1772060290.474807,144,40,6,0,0,0,22.4305859375,188968,58.39743570683848,1008.34142344217,40.94764175069963
1772060291.6734934,144,40,6,0,0,0,22.3958203125,189485,58.459393115630434,1008.3360740448779,40.992354703763986
1772060292.8718345,144,40,6,0,0,0,22.3626171875,189692,58.488141242622355,1008.3551601472901,40.83282434024011
1772060294.0705285,144,40,6,0,0,0,22.3290234375,189900,58.55028745709787,1008.3553101696292,40.83157039467859
1772060295.2680883,144,40,6,0,0,0,22.3040234375,190213,58.62705159414038,1008.3488600504576,40.88548315746448
1772060296.4669456,144,40,6,0,0,0,22.281953125,188865,58.744433917076805,1008.3598450081766,40.79366650637668
1772060297.66536,138,38,4,0,0,0,22.26671875,189485,58.85615050902217,1008.3578000995681,40.810758605510664
1772060298.864768,138,38,4,0,0,0,22.255,190213,58.981835295339735,1008.3594661378769,40.79683324173062
1772060300.0634983,138,38,4,0,0,0,22.245234375,191052,59.074333435819625,1008.3623799038896,40.77247895356255
1772060301.2563205,120,36,4,0,0,0,22.2329296875,190004,59.17322219492894,1008.3649518793718,40.750981519031534
1772060302.4488046,120,36,4,0,0,0,22.2192578125,191792,59.245107761296914,1008.3653673557259,40.74750883234569
1772060303.6475878,120,36,4,0,0,0,22.210078125,192005,59.31094276340373,1008.3710342085153,40.700143546761225
1772060304.8467135,114,34,4,0,0,0,22.195625,192111,59.38276325252174,1008.3647233866956,40.752891335728265
1772060306.0455294,114,34,4,0,0,0,22.1778515625,192324,59.46757396768301,1008.3623309031547,40.77288851858554
1772060307.244321,114,34,4,0,0,0,22.158515625,192538,59.51858097478609,1008.3721201026742,40.691067336489084
1772060308.436602,108,32,4,0,0,0,22.138203125,193182,59.56273608408809,1008.374874675752,40.66804387170703
1772060309.6355658,108,32,4,0,0,0,22.1180859375,193939,59.5934782633144,1008.3761044999347,40.65776468591332
1772060310.8349175,108,32,4,0,0,0,22.099140625,195360,59.604217156969106,1008.3773498301999,40.647355906645615
1772060312.0342684,90,28,4,0,0,0,22.0809765625,195802,59.57472340646165,1008.3779949309031,40.64196399904393
1772060313.2284286,90,28,4,0,0,0,22.0659375,195802,59.572573457401,1008.3744139973518,40.6718943424915
1772060314.4268446,90,28,4,0,0,0,22.0551953125,196356,59.597932465778314,1008.3812699796706,40.614590392913534
1772060315.6275961,90,28,4,0,0,0,22.0462109375,196579,59.61682087776519,1008.37991434254,40.625921109156735
1772060316.826356,90,28,4,0,0,0,22.035078125,197250,59.6354035377311,1008.3751699814837,40.66557562977396
1772060318.0246727,90,28,4,0,0,0,22.0216015625,197475,59.67383054981919,1008.3777115470635,40.644332589326744
1772060319.2235045,66,20,4,0,0,0,22.013984375,195802,59.70637515558529,1008.3748501170111,40.668249140063494
1772060320.4159129,66,20,4,0,0,0,22.006171875,196579,59.76581240104287,1008.3716804490449,40.69474208482122
1772060321.6082187,66,20,4,0,0,0,22.0001171875,197588,59.825518376579424,1008.3804350432964,40.62156897511882
1772060322.800508,78,22,4,0,0,0,21.984296875,197138,59.87710794582967,1008.3756168476398,40.66184060759363
1772060323.9998379,78,22,4,0,0,0,21.967890625,198153,59.91515657029637,1008.3735342118619,40.679247824106746
1772060325.1992211,78,22,4,0,0,0,21.9583203125,197813,59.94072192537881,1008.3694208843993,40.71362818028841
1772060326.3983572,78,24,8,2,0,0,21.9497265625,198266,59.97316614768696,1008.359526567726,40.79632814707543
1772060327.59733,78,24,8,2,0,0,21.9378125,198607,60.01187556587166,1008.3663577867031,40.73923049233625
1772060328.7961223,78,24,8,2,0,0,21.92609375,198380,60.03714331363321,1008.3661754269128,40.74075471350362
1772060329.995643,78,24,10,2,0,0,21.9169140625,199867,60.089735381628586,1008.3681673498984,40.72410559933413
1772060331.1906443,78,24,10,2,0,0,21.9067578125,199292,60.101755786009164,1008.3667882770332,40.73563231803678
1772060332.3836222,78,24,10,2,0,0,21.8923046875,199752,60.119899747953575,1008.3677813424924,40.727331967662764
1772060333.5784817,90,24,10,2,0,0,21.8747265625,200213,60.16456172764278,1008.372994128939,40.68376198369778
1772060334.7713425,90,24,10,2,0,0,21.849921875,201377,60.14751355156304,1008.3741251987151,40.67430819789537
1772060335.964264,90,24,10,2,0,0,21.8235546875,202317,60.12350374239073,1008.3746183860208,40.67018600826498
1772060337.1628463,84,22,8,2,0,0,21.7958203125,201963,60.112781439935624,1008.3747813445353,40.66882395836017
1772060338.362218,84,22,8,2,0,0,21.77140625,202791,60.1160163254985,1008.3692007379447,40.71546822992513
1772060339.560292,84,22,8,2,0,0,21.74953125,203147,60.153316459497034,1008.3676237988558,40.72864876599572
1772060340.7589085,108,28,10,2,0,0,21.72765625,201728,60.177139369907216,1008.3623855719188,40.77243157822367
1772060341.9576688,108,28,10,2,0,0,21.706171875,201026,60.221247454896364,1008.3669097322709,40.73461715698104
1772060343.1564069,108,28,10,2,0,0,21.683125,201143,60.29886172634511,1008.3726251552116,40.686845967339316
1772060344.3545797,114,30,10,2,0,0,21.6579296875,202791,60.32222126442463,1008.3694594686106,40.71330568199714
1772060345.5534053,114,30,10,2,0,0,21.6360546875,203147,60.35280679947765,1008.3642129848347,40.757157443085674
1772060346.7517269,114,30,10,2,0,0,21.6208203125,202672,60.377603780821865,1008.3657847817256,40.74401985105648
1772060347.9500988,108,28,10,2,0,0,21.60734375,201611,60.41615262078477,1008.3737878759936,40.67712763115161
1772060349.1510541,108,28,10,2,0,0,21.5923046875,202435,60.48823425397894,1008.3756656370277,40.661432813433024
1772060350.3500445,108,28,10,2,0,0,21.5778515625,202081,60.56717744688021,1008.3729793372659,40.68388561654035
1772060351.543445,120,30,8,2,0,0,21.5680859375,202910,60.6535816291936,1008.3667144598038,40.73624930569239
1772060352.7421973,120,30,8,2,0,0,21.5598828125,203267,60.740246931017126,1008.3665734128585,40.73742822059163
1772060353.9405186,120,30,8,2,0,0,21.549140625,203505,60.806296699476825,1008.366083406153,40.74152385238516
1772060355.1339781,126,32,10,2,0,0,21.538984375,203864,60.85892530154444,1008.3701757781103,40.70731855629454
1772060356.3317862,126,32,10,2,0,0,21.5247265625,203625,60.87039033912853,1008.3714527310782,40.69664541596144
1772060357.5304568,126,32,10,2,0,0,21.5141796875,204950,60.8823923743527,1008.3694402009578,40.713466726755335
1772060358.7289443,114,30,12,4,0,0,21.5012890625,204225,60.87376577678294,1008.3673862995435,40.73063385886475
1772060359.927263,114,30,12,4,0,0,21.485859375,203984,60.9256466773236,1008.3668113422775,40.73543953146632
1772060361.1263266,114,30,12,4,0,0,21.4727734375,205557,60.94404939111734,1008.3626187943263,40.77048222522414
1772060362.3248382,108,26,10,2,0,0,21.4594921875,206046,60.955659544736754,1008.3636040032269,40.76224751481298
1772060363.523611,108,26,10,2,0,0,21.4497265625,205679,60.967778698725,1008.3609929474395,40.7840716196225
1772060364.7224119,108,26,10,2,0,0,21.4411328125,205802,60.993600932759406,1008.356573504446,40.82101095266455
1772060365.921238,114,26,8,2,0,0,21.431953125,206537,61.019341318728614,1008.3567154236094,40.81982473796636
1772060367.1202087,114,26,8,2,0,0,21.42609375,207279,61.059102331431,1008.3620975844236,40.77483867714084
1772060368.319054,114,26,8,2,0,0,21.412421875,205557,61.13159232514725,1008.3661208848367,40.741210593576575
1772060369.5153153,114,30,8,2,0,0,21.39953125,207279,61.17712761337824,1008.3658902243051,40.74313852811491
1772060370.714225,114,30,8,2,0,0,21.3883984375,207155,61.24325021298255,1008.3647760947667,40.75245078436147
1772060371.9107294,114,30,8,2,0,0,21.38234375,207155,61.316907175844165,1008.36801973955,40.725339371795926
1772060373.109758,114,30,8,2,0,0,21.37609375,207403,61.39056175513741,1008.3636403341105,40.76194384908078
1772060374.3082848,114,30,8,2,0,0,21.367890625,207403,61.47074041507688,1008.3598351270787,40.793749096162905
1772060375.5074985,114,30,8,2,0,0,21.3602734375,207651,61.54425011346365,1008.3532974309041,40.848393667121414
1772060376.6999073,90,24,6,2,0,0,21.3512890625,206537,61.59044000834467,1008.3555729301635,40.8293741394161
1772060377.8981977,90,24,6,2,0,0,21.334296875,208526,61.635473296878075,1008.350693115292,40.870161615312064
1772060379.0970116,90,24,6,2,0,0,21.3153515625,208275,61.63271421557977,1008.3518714738416,40.8603124010193
1772060380.2961981,96,26,6,2,0,0,21.302265625,208275,61.630808792582364,1008.3568125057521,40.81901328832778
1772060381.495515,96,26,6,2,0,0,21.286640625,207527,61.63532107494739,1008.3577443422251,40.81122464630474
1772060382.6876483,96,26,6,2,0,0,21.2719921875,207900,61.61961511649586,1008.3565600300369,40.82112357694368
1772060383.886536,108,30,8,2,0,0,21.2571484375,208275,61.6106687145881,1008.3550664789473,40.83360725707499
1772060385.0854836,108,30,8,2,0,0,21.2423046875,209281,61.64244173668418,1008.3590567733419,40.8002548600475
1772060386.2846854,108,30,8,2,0,0,21.2258984375,209281,61.62648086805731,1008.3587508938972,40.8028115129097
1772060387.4796212,96,28,8,2,0,0,21.214375,209155,61.63837752773776,1008.3588400375993,40.802066417006486
1772060388.6718853,96,28,8,2,0,0,21.2036328125,209281,61.67075073464642,1008.3546775909626,40.83685773635442
1772060389.8651986,96,28,8,2,0,0,21.192890625,210681,61.703128535794335,1008.3523428817036,40.85637217927689
1772060391.0588782,108,28,6,2,0,0,21.186640625,209281,61.722585860075895,1008.3571001132769,40.81660935512862
1772060392.2518492,108,28,6,2,0,0,21.181171875,209029,61.78290277966898,1008.3612624728502,40.781818831163484
1772060393.4447715,108,28,6,2,0,0,21.1794140625,209155,61.809813903584185,1008.3603152373836,40.78973616148627
1772060394.6377392,120,32,6,0,0,0,21.17609375,208903,61.83650070818689,1008.3587291097776,40.802993592616865
1772060395.830467,120,32,6,0,0,0,21.1708203125,208903,61.89687878638751,1008.3613714525368,40.78090794063805
1772060397.0286598,120,32,6,0,0,0,21.170234375,210297,61.923975576621366,1008.3641024343465,40.75808146081326
1772060398.2207408,108,30,4,0,0,0,21.166328125,209408,61.970982942232325,1008.3652471279057,40.74851373550788
1772060399.413068,108,30,4,0,0,0,21.161640625,209535,61.98389401584628,1008.3615021834141,40.77981524612438
1772060400.6051986,108,30,4,0,0,0,21.161640625,209155,61.99749040679917,1008.3669862570594,40.7339775387926
1772060401.8043942,138,42,4,0,0,0,21.1591015625,209029,62.01751578240936,1008.3648053707943,40.75220608571389
1772060403.0031307,138,42,4,0,0,0,21.1544140625,209788,62.044028938240984,1008.36837233685,40.72239225590874
1772060404.1954033,138,42,4,0,0,0,21.157734375,209029,62.044514118276716,1008.3608187144085,40.78552792101514
1772060405.3956137,132,40,4,0,0,0,21.1637890625,209661,62.08620324399784,1008.3667223471182,40.73618338103359
1772060406.5879755,132,40,4,0,0,0,21.1669140625,210681,62.13427582693883,1008.3680002924625,40.72550191651584
1772060407.78458,132,40,4,0,0,0,21.16828125,211066,62.161689869294364,1008.3738150093933,40.676900842933854
1772060408.982499,150,46,6,0,0,0,21.167890625,210553,62.175241071585305,1008.3786823841516,40.63621810170145
1772060410.1801481,150,46,6,0,0,0,21.1657421875,210937,62.13410438677327,1008.3807743321476,40.61873312356909
1772060411.3787892,150,46,6,0,0,0,21.16125,211066,62.140250301750065,1008.3736815972526,40.678015937368066
1772060412.5771291,174,50,6,0,0,0,21.156953125,212881,62.119213276738776,1008.3668972516359,40.73472147404525
1772060413.7757525,174,50,6,0,0,0,21.154609375,212881,62.11206817125239,1008.3650247079988,40.750372793562946
1772060414.9744673,174,50,6,0,0,0,21.155,212229,62.1189276220027,1008.3638134612453,40.76049679444006
1772060416.173326,162,46,6,0,0,0,21.1555859375,212881,62.11901331777948,1008.3738786361861,40.67636903318623
1772060417.3677003,162,46,6,0,0,0,21.1551953125,211970,62.152971237000614,1008.373261872545,40.68152410975626
1772060418.565915,162,46,6,0,0,0,21.154609375,212229,62.18690620907468,1008.3759927373357,40.65869882594878
1772060419.7642927,162,46,6,0,0,0,21.154609375,212359,62.18690620907468,1008.3741647322403,40.67397776620089
1772060420.962821,162,46,6,0,0,0,21.1524609375,212229,62.20700681706691,1008.3744285257559,40.67177291026213
1772060422.1614416,162,46,6,0,0,0,21.1458203125,213537,62.22645152528767,1008.3657714865392,40.74413097650094
1772060423.3598711,162,46,8,0,0,0,21.139765625,213274,62.22556497448042,1008.3598675425483,40.79347815595642
1772060424.5584784,162,46,8,0,0,0,21.1352734375,213012,62.23851939351111,1008.3637424197316,40.76109058320941
1772060425.7544844,162,46,8,0,0,0,21.1325390625,213537,62.23131283648208,1008.3594250084278,40.79717701664202
1772060426.9537504,144,44,10,0,0,0,21.1321484375,212881,62.21764402633756,1008.3588082356919,40.80233222905857
1772060428.1518736,144,44,10,0,0,0,21.1356640625,212359,62.20454791706041,1008.355219439699,40.83232875100727
1772060429.350787,144,44,10,0,0,0,21.1372265625,213274,62.17755771115292,1008.3558585561861,40.82698676598727
1772060430.5486126,132,40,8,0,0,0,21.1391796875,213537,62.15743164656988,1008.355286470508,40.83176848121715
1772060431.746937,132,40,8,0,0,0,21.143671875,212750,62.15128531151494,1008.3587233261975,40.803041933912006
1772060432.9454923,132,40,8,0,0,0,21.1489453125,212881,62.158860428482846,1008.3560817113695,40.825121548521516
1772060434.1440356,150,44,12,0,0,0,21.154609375,213800,62.18690620907468,1008.3577126900881,40.81148920675474
1772060435.342556,150,44,12,0,0,0,21.1626171875,212750,62.22891129783088,1008.3612160345361,40.78220697894093
1772060436.541781,150,44,12,0,0,0,21.1688671875,214197,62.27066823251637,1008.3619438234069,40.776123865039224
1772060437.7400002,114,32,12,0,0,0,21.1753125,211581,62.298845301759414,1008.3648078862996,40.75218506029809
1772060438.9387553,114,32,12,0,0,0,21.183515625,211970,62.32047499189622,1008.3722752360117,40.68977068885756
1772060440.1376572,114,32,12,0,0,0,21.1919140625,212750,62.35575684083703,1008.3727384028867,40.68589941210242
1772060441.3367155,162,48,18,0,0,0,21.203046875,211452,62.37782356349494,1008.3775183665193,40.64594723908019
1772060442.5350988,162,48,18,0,0,0,21.214765625,213274,62.43404343711147,1008.3795666758538,40.62882698653041
1772060443.7285192,162,48,18,0,0,0,21.2284375,210937,62.44967931649249,1008.3719005104795,40.69290274947378
1772060444.927323,144,42,16,0,0,0,21.235859375,213012,62.471213149626074,1008.370820275621,40.70193165928455
1772060446.1210325,144,42,16,0,0,0,21.24328125,211970,62.47911901596099,1008.373396283194,40.6804006691476
1772060447.3197007,144,42,16,0,0,0,21.25578125,213012,62.48095665662474,1008.3748476246524,40.66826997184805
1772060448.5170414,138,44,18,0,0,0,21.26671875,213537,62.45530515259517,1008.3774882655698,40.646198830129904
1772060449.714252,138,44,18,0,0,0,21.2770703125,212750,62.41594344731976,1008.3682333412286,40.7235540236523
1772060450.9078786,138,44,18,0,0,0,21.286640625,212881,62.3900982590188,1008.3668862371321,40.73481353672685
1772060452.1007764,156,50,20,0,0,0,21.2985546875,211970,62.35778864881244,1008.3765522280619,40.65402246196777
1772060453.293764,156,50,20,0,0,0,21.314375,211581,62.332867670037786,1008.377756778291,40.64395453581379
1772060454.4866822,156,50,20,0,0,0,21.331171875,212229,62.294473082280064,1008.3768448344922,40.65157678478517
1772060455.679532,156,50,18,0,0,0,21.3485546875,212881,62.26978793967157,1008.3805136169242,40.620912239225675
1772060456.8779147,156,50,18,0,0,0,21.3653515625,211840,62.251827513247044,1008.3814277396948,40.613271800389725
1772060458.0764172,156,50,18,0,0,0,21.381171875,212229,62.25414965917536,1008.380799174525,40.61852548549261
1772060459.2752123,186,58,20,2,0,0,21.3950390625,213012,62.262994267947384,1008.3789152600303,40.63427167057835
1772060460.4741056,186,58,20,2,0,0,21.41046875,212359,62.251642217035425,1008.3776679439605,40.644697034593605
1772060461.6671398,186,58,20,2,0,0,21.4253125,214065,62.24701318474385,1008.3864673159145,40.57115001646885
1772060462.8593693,204,64,18,2,0,0,21.4411328125,212881,62.208487787754095,1008.3840057674636,40.591724108439614
1772060464.0535936,204,64,18,2,0,0,21.457734375,212359,62.176889747606936,1008.3882626420085,40.55614436381386
1772060465.2522871,204,64,18,2,0,0,21.4751171875,211323,62.15902207188055,1008.3937515572497,40.510267174725584
1772060466.449838,198,62,18,2,0,0,21.4915234375,212359,62.16823632028675,1008.3885533270939,40.55371476855179
1772060467.6489267,198,62,18,2,0,0,21.506953125,211452,62.18411519394573,1008.390957425361,40.53362092910022
1772060468.8478513,198,62,18,2,0,0,21.5227734375,211452,62.213669373289655,1008.3921480146803,40.52366980669841
1772060470.0416465,204,66,14,2,0,0,21.5383984375,210553,62.256819393179015,1008.3966874977455,40.485728220165704
1772060471.2409582,204,66,14,2,0,0,21.551875,212099,62.29285303687093,1008.3886898773007,40.55257345895333
1772060472.4395094,204,66,14,2,0,0,21.56359375,212229,62.29457689091031,1008.3852337689385,40.58146023255149
1772060473.6389294,210,66,14,2,0,0,21.5758984375,211711,62.29638717440335,1008.3827015812366,40.60262476243214
1772060474.8382142,210,66,14,2,0,0,21.588203125,211323,62.25052305940447,1008.3948025055788,40.50148321168089
1772060476.0369384,210,66,14,2,0,0,21.6003125,211970,62.24549417498124,1008.397448650183,40.479366423194776
1772060477.2355707,180,56,8,2,0,0,21.6114453125,210553,62.206276224314486,1008.396723885742,40.4854240851424
1772060478.4342852,180,56,8,2,0,0,21.6221875,211323,62.17381508540299,1008.391723468534,40.527218225367335
1772060479.633413,180,56,8,2,0,0,21.6294140625,212490,62.113617818499655,1008.3994683283742,40.46248574644369
1772060480.82561,216,62,12,2,0,0,21.6356640625,212620,62.08051042039448,1008.402013372557,40.44121404602306
1772060482.0228736,216,62,12,2,0,0,21.6372265625,212229,61.992300048198054,1008.3989908638135,40.466476441570734
