Time,Counts
9.775161743164062e-06,662.0
10.007428646087646,237.0
20.011173963546753,238.0
30.018438577651978,206.0
40.02563524246216,242.0
50.03274965286255,223.0
60.040793657302856,217.0
70.04876613616943,254.0
80.05665254592896,256.0
90.05911064147949,219.0
100.06683301925659,233.0
110.07449126243591,222.0
120.08206796646118,247.0
