Time,Counts
1.0013580322265625e-05,308.0
10.007415056228638,129.0
20.014747858047485,90.0
30.02195644378662,120.0
40.02913188934326,92.0
50.03619384765625,94.0
60.04418182373047,103.0
70.0521080493927,92.0
80.05227947235107,104.0
90.05952715873718,114.0
100.06353259086609,86.0
110.0711236000061,106.0
120.07863807678223,93.0
