Time,Counts
1.1920928955078125e-05,2531.0
10.007548809051514,213.0
20.01502776145935,216.0
30.02240753173828,210.0
40.02784037590027,222.0
50.035059690475464,229.0
60.04224753379822,226.0
70.04931116104126,179.0
80.05732274055481,236.0
90.06524729728699,203.0
100.0731041431427,211.0
110.08088850975037,235.0
120.08862328529358,243.0
