Time,Counts
9.298324584960938e-06,339.0
10.007571697235107,95.0
20.015058517456055,70.0
30.022497177124023,83.0
40.029887676239014,79.0
50.0371356010437,76.0
60.04436016082764,94.0
70.05125784873962,67.0
80.05831480026245,63.0
90.06630873680115,76.0
100.07423663139343,88.0
110.08204960823059,72.0
120.08746027946472,83.0
